"Date","Related","Document Title"
1960-11-15,"Dwight D. Eisenhower","Executive Order 10894—Establishing the President's Committee on Migratory Labor"
1960-11-25,"Dwight D. Eisenhower","Executive Order 10895—Extension of the Provisions for Rotation of Civilian Employees of the Defense Establishment Assigned to Duty Outside the United States"
1960-11-29,"Dwight D. Eisenhower","Executive Order 10896—Amendment of Executive Order No. 6260 of August 28, 1933"
1960-12-02,"Dwight D. Eisenhower","Executive Order 10898—Establishing the Interdepartmental Highway Safety Board"
1960-12-02,"Dwight D. Eisenhower","Executive Order 10897—Authorizing the Secretary of State To Prescribe Rules and Regulations Relating to the Foreign Service Retirement and Disability System"
1960-12-09,"Dwight D. Eisenhower","Executive Order 10899—Authorization for the Communication of Restricted Data by the Central Intelligence Agency"
1961-01-05,"Dwight D. Eisenhower","Executive Order 10900—Administration of the Agricultural Trade Development and Assistance Act of 1954, as Amended"
1961-01-09,"Dwight D. Eisenhower","Executive Order 10903—Delegating Authority of the President With Respect to Regulations Relating to Certain Allowances and Benefits to Government Personnel on Overseas Duty"
1961-01-09,"Dwight D. Eisenhower","Executive Order 10902—Providing for the Issuance of Emergency Preparedness Orders by the Director of the Office of Civil and Defense Mobilization"
1961-01-09,"Dwight D. Eisenhower","Executive Order 10901—Amendment of Executive Order 10501, Relating to Safeguarding Official Information in the Interests of the Defense of the United States"
1961-01-12,"Dwight D. Eisenhower","Executive Order 10904—Creating an Emergency Board To Investigate a Dispute Between Certain Carriers Represented by the New York Harbor Carriers' Conference Committee and Certain of Their Employees"
1961-01-14,"Dwight D. Eisenhower","Executive Order 10905—Amendment of Executive Order 6260 of August 28, 1933, as Amended"
1961-01-17,"Dwight D. Eisenhower","Executive Order 10910—Providing for the Design and Award of the National Medal of Science"
1961-01-17,"Dwight D. Eisenhower","Executive Order 10909—Amendment of Executive Order 10865, Safeguarding Classified Information Within Industry"
1961-01-17,"Dwight D. Eisenhower","Executive Order 10907—Inspection by Renegotiation Board of Income Tax Returns Made Under the Internal Revenue Code of 1954"
1961-01-17,"Dwight D. Eisenhower","Executive Order 10906—Inspection by Certain Classes of Persons and State and Federal Government Establishments of Returns Made in Respect of Certain Taxes Imposed by the Internal Revenue Code of 1954"
1961-01-17,"Dwight D. Eisenhower","Executive Order 10908—Inspection by Federal Trade Commission of Income Tax Returns of Corporations Made Under the Internal Revenue Code of 1954"
1961-01-17,"Dwight D. Eisenhower","Executive Order 10911—Inspection by Department of Commerce of Income Tax Returns Made Under the Internal Revenue Code of 1954"
1961-01-18,"Dwight D. Eisenhower","Executive Order 10912—Amending Executive Order 10716 of June 17, 1957"
1961-01-18,"Dwight D. Eisenhower","Executive Order 10913—Amending Executive Order 10584 of December 18, 1954, Prescribing Rules and Regulations Relating to the Administration of the Watershed Protection and Flood Prevention Act"
1961-01-21,"John F. Kennedy","Executive Order 10914—Providing for an Expanded Program of Food Distribution to Needy Families"
1961-01-24,"John F. Kennedy","Executive Order 10915—Amending Prior Executive Orders to Provide for the Responsibilities of the Director of the Food-for-Peace Program"
1961-01-24,"John F. Kennedy","Executive Order 10916—Inspection of Income, Estate, and Gift Tax Returns by the Senate Committee on Government Operations"
1961-02-10,"John F. Kennedy","Executive Order 10917—Abolishing Certain Committees on Government Organization and Management Improvement"
1961-02-16,"John F. Kennedy","Executive Order 10918—Establishing the President's Advisory Committee on Labor-Management Policy"
1961-02-17,"John F. Kennedy","Executive Order 10919—Creating an Emergency Board to Investigate a Dispute Between the Pan American World Airways, Inc., and Certain of its Employees"
1961-02-18,"John F. Kennedy","Executive Order 10920—Revoking Executive Order No. 10700 of February 25, 1957, as Amended (Operations Coordinating Board)"
1961-02-21,"John F. Kennedy","Executive Order 10921—Establishing a Commission to Inquire Into a Controversy Between Certain Air Carriers and Certain of Their Employees"
1961-02-23,"John F. Kennedy","Executive Order 10922—Amending Executive Order 10922 of February 21, 1961, Establishing a Commission to Inquire Into a Controversy Between Certain Air Carriers and Certain of Their Employees"
1961-02-24,"John F. Kennedy","Executive Order 10923—Creating an Emergency Board to Investigate Disputes Between the Northwest Airlines, Inc., and Certain of its Employees"
1961-03-01,"John F. Kennedy","Executive Order 10924—Establishment and Administration of the Peace Corps in the Department of State"
1961-03-06,"John F. Kennedy","Executive Order 10925—Establishing the President's Committee on Equal Employment Opportunity"
1961-03-18,"John F. Kennedy","Executive Order 10926—Amending Executive Order No. 10919, February 17, 1961, to Extend the Time Within Which the Board Created Therein, to Investigate a Dispute Between Pan American World Airways, Inc., and Certain of its Employees, Shall Report its Findings to the President"
1961-03-18,"John F. Kennedy","Executive Order 10927—Abolishing the President's Committee on Fundraising Within the Federal Service and Providing for the Conduct of Fundraising Activities"
1961-03-23,"John F. Kennedy","Executive Order 10928—Abolishing the Committee on Government Activities Affecting Prices and Costs"
1961-03-24,"John F. Kennedy","Executive Order 10929—Establishing a Commission to Inquire Into a Controversy Between Certain Carriers and Certain of Their Employees"
1961-03-24,"John F. Kennedy","Executive Order 10930—Abolishing the Government Patents Board and Providing for the Performance of its Functions"
1961-03-29,"John F. Kennedy","Executive Order 10931—Amendment of Section 1 of Executive Order No. 10673, Establishing the President's Council on Youth Fitness"
1961-04-07,"John F. Kennedy","Executive Order 10932—Modifying the Exterior Boundaries of Certain National Forests in Illinois, Michigan, Missouri, and Wisconsin"
1961-04-12,"John F. Kennedy","Executive Order 10933—Amending Executive Order No. 10923, February 24, 1961, to Extend the Time Within Which the Board Created Therein, to Investigate Disputes Between Northwest Airlines, Inc., and Certain of its Employees, Shall Report its Findings to the President"
1961-04-13,"John F. Kennedy","Executive Order 10934—Establishing the Administrative Conference of the United States"
1961-04-22,"John F. Kennedy","Executive Order 10935—Inspection of Income, Excess-Profits, Estate, and Gift Tax Returns by the Committee on Un-American Activities, House of Representatives"
1961-04-24,"John F. Kennedy","Executive Order 10936—Reports of Identical Bids"
1961-05-03,"John F. Kennedy","Executive Order 10937—Amendment of Executive Order No. 10472, Establishing the National Agricultural Advisory Commission"
1961-05-04,"John F. Kennedy","Executive Order 10938—Establishing the President's Foreign Intelligence Advisory Board"
1961-05-05,"John F. Kennedy","Executive Order 10939—To Provide a Guide on Ethical Standards to Government Officials"
1961-05-11,"John F. Kennedy","Executive Order 10940—Establishing the President's Committee on Juvenile Delinquency and Youth Crime"
1961-05-15,"John F. Kennedy","Executive Order 10941—Designation of Certain Officers to Act as Secretary of the Treasury"
1961-05-19,"John F. Kennedy","Executive Order 10942—Amendment of Executive Order No. 10849, Establishing a Seal for the National Aeronautics and Space Administration"
1961-05-19,"John F. Kennedy","Executive Order 10943—Designating the Coffee Study Group as a Public International Organization Entitled to Enjoy Certain Privileges, Exemptions, and Immunities"
1961-05-19,"John F. Kennedy","Executive Order 10944—Creating an Emergency Board to Investigate a Dispute Between the Baltimore and Ohio Railroad Company and Other Carriers and Certain of Their Employees"
1961-05-24,"John F. Kennedy","Executive Order 10945—Administration of the Export Control Act of 1949"
1961-05-26,"John F. Kennedy","Executive Order 10946—Establishing a Program for Resolving Labor Disputes at Missile and Space Sites"
1961-06-12,"John F. Kennedy","Executive Order 10947—Inspection of Income, Excess-Profits, Estate, and Gift Tax Returns by the House Committee on Public Works"
1961-06-12,"John F. Kennedy","Executive Order 10948—Establishing a Commission to Inquire Into a Controversy Between Certain Carriers Represented by the New York Harbor Carriers' Conference Committee and Certain of Their Employees"
1961-06-26,"John F. Kennedy","Executive Order 10949—Creating a Board of Inquiry to Report on a Labor Dispute Affecting the Maritime Industry of the United States"
1961-06-27,"John F. Kennedy","Executive Order 10950—Designating the Secretary of the Interior as the Representative of the President to Approve Selections by the State of Alaska of Public Lands Lying North and West of the National Defense Withdrawal Line"
1961-06-29,"John F. Kennedy","Executive Order 10951—Amending Executive Order No. 10949, June 26, 1961, to Extend the Time Within Which the Board of Inquiry Created Therein, to Inquire Into the Issues Involved in a Labor Dispute Affecting the Maritime Industry, Shall Report to the President"
1961-07-01,"John F. Kennedy","Executive Order 10953—Creating an Emergency Board to Investigate a Dispute Between the Southern Pacific Company (Pacific Lines) and Certain of its Employees"
1961-07-20,"John F. Kennedy","Executive Order 10952—Assigning Civil Defense Responsibilities to the Secretary of Defense and Others"
1961-07-26,"John F. Kennedy","Executive Order 10954—Amendment of Executive Order 10906, Authorizing Inspection of Certain Tax Returns"
1961-07-31,"John F. Kennedy","Executive Order 10955—Administration of Assistance in the Development of Latin America and in the Reconstruction of Chile"
1961-08-10,"John F. Kennedy","Executive Order 10956—Amendment of Executive Order No. 10841, Relating to International Cooperation Under the Atomic Energy Act of 1954, as Amended"
1961-08-10,"John F. Kennedy","Executive Order 10957—Assigning Authority With Respect to Ordering Persons and Units in the Ready Reserve to Active Duty and With Respect to the Extension of Enlistments and Other Periods of Service in the Armed Forces"
1961-08-14,"John F. Kennedy","Executive Order 10958—Delegating Functions With Respect to Civil Defense Stockpiles of Medical Supplies and Equipment and Food"
1961-08-17,"John F. Kennedy","Executive Order 10959—Authorizing the Appointment of Mr. Maurice L. Kowal to a Competitive Position Without Regard to the Civil Service Rules and Regulations"
1961-08-21,"John F. Kennedy","Executive Order 10960—Amendment of Executive Order No. 10530, Providing for the Performance of Certain Functions Vested in or Subject to the Approval of the President"
1961-08-21,"John F. Kennedy","Executive Order 10961—Providing Procedures for the Award of the National Medal of Science"
1961-08-23,"John F. Kennedy","Executive Order 10962—Inspection of Tax Returns by the Advisory Commission on Intergovernmental Relations"
1961-09-01,"John F. Kennedy","Executive Order 10963—Creating an Emergency Board to Investigate Disputes Between the Pullman Company and the Chicago, Milwaukee, St. Paul & Pacific Railroad Company and Certain of Their Employees"
1961-09-20,"John F. Kennedy","Executive Order 10964—Amendment to Executive Order 10501—Safeguarding Official Information in the Interests of the Defense of the United States"
1961-10-05,"John F. Kennedy","Executive Order 10965—Creating an Emergency Board to Investigate a Dispute Between the Trans World Airlines, Inc., and Certain of its Employees"
1961-10-10,"John F. Kennedy","Executive Order 10966—Inspection of Income, Excess-Profits, Estate, and Gift Tax Returns by the Committee on Government Operations, House of Representatives"
1961-10-10,"John F. Kennedy","Executive Order 10967—Administration of Palmyra Island"
1961-10-10,"John F. Kennedy","Executive Order 10968—Amendment of Executive Order No. 10858, Relating to the President's Committee for Traffic Safety"
1961-10-11,"John F. Kennedy","Executive Order 10969—Creating an Emergency Board to Investigate a Dispute Between the Reading Company and Certain of its Employees"
1961-10-27,"John F. Kennedy","Executive Order 10970—Delegating Certain Authority of the President to Establish Maximum Per Diem Rates for Government Personnel in Travel Status"
1961-11-01,"John F. Kennedy","Executive Order 10971—Creating an Emergency Board to Investigate a Dispute Between Trans World Airlines, Inc., and Certain of its Employees"
1961-11-03,"John F. Kennedy","Executive Order 10972—Administration of the Agricultural Trade Development and Assistance Act of 1954, as Amended"
1961-11-03,"John F. Kennedy","Executive Order 10973—Administration of Foreign Assistance and Related Functions"
1961-11-08,"John F. Kennedy","Executive Order 10974—Establishing the President's Commission on Campaign Costs"
1961-11-10,"John F. Kennedy","Executive Order 10975—Creating an Emergency Board to Investigate a Dispute Between Pan American World Airways, Inc., and Certain of its Employees"
1961-11-15,"John F. Kennedy","Executive Order 10976—Suspension of the Eight-Hour Law as to Laborers and Mechanics Employed by the National Aeronautics and Space Administration"
1961-12-04,"John F. Kennedy","Executive Order 10977—Establishing the Armed Forces Expeditionary Medal"
1961-12-05,"John F. Kennedy","Executive Order 10978—Establishing Presidential Awards for Significant Contributions to the Export Expansion Program"
1961-12-12,"John F. Kennedy","Executive Order 10979—Amendment of Executive Order No. 10717, Establishing the President's Award for Distinguished Federal Civilian Service"
1961-12-14,"John F. Kennedy","Executive Order 10980—Establishing the President's Commission on the Status of Women"
1961-12-25,"John F. Kennedy","Executive Order 10982—Administration of the Act of September 26, 1961, Relating to Evacuation Payments, Assignments, and Allotments, and Other Matters"
1961-12-28,"John F. Kennedy","Executive Order 10981—Inspection of Income, Excess-Profits, Estate, and Gift Tax Returns by the Senate Committee on the Judiciary"
1961-12-30,"John F. Kennedy","Executive Order 10983—Designating the Caribbean Organization as a Public International Organization Entitled to Enjoy Certain Privileges, Exemptions, and Immunities"
1962-01-05,"John F. Kennedy","Executive Order 10984—Amending the Selective Service Regulations"
1962-01-12,"John F. Kennedy","Executive Order 10985—Amendment of Executive Order No. 10501 Relating to Safeguarding Official Information in the Interests of the Defense of the United States"
1962-01-12,"John F. Kennedy","Executive Order 10986—Amendment of Executive Order No. 10898, Establishing the Interdepartmental Highway Safety Board"
1962-01-17,"John F. Kennedy","Executive Order 10987—Agency Systems for Appeals from Adverse Actions"
1962-01-17,"John F. Kennedy","Executive Order 10988—Employee-Management Cooperation in the Federal Service"
1962-01-22,"John F. Kennedy","Executive Order 10989—Amendment of Executive Order No. 10168, of October 11, 1950, as Amended, Prescribing Regulations Relating to the Right of Enlisted Members of the Uniformed Services to Additional Pay for Sea and Foreign Duty"
1962-02-02,"John F. Kennedy","Executive Order 10990—Reestablishing the Federal Safety Council"
1962-02-06,"John F. Kennedy","Executive Order 10991—Making a Change With Respect to the Membership of the Commission Established by Executive Order No. 10929, Relating to a Controversy Between Certain Carriers and Certain of Their Employees"
1962-02-09,"John F. Kennedy","Executive Order 10992—Redefining the Boundaries of the Caribbean National Forest—Puerto Rico"
1962-02-09,"John F. Kennedy","Executive Order 10993—Consolidating the Hiawatha and Marquette National Forests (Michigan) and Correcting the Land Descriptions of Nebraska National Forest (Nebraska) and Wasatch National Forest (Utah)"
1962-02-14,"John F. Kennedy","Executive Order 10994—The President's Committee on Employment of the Handicapped"
1962-02-16,"John F. Kennedy","Executive Order 10997—Assigning Emergency Preparedness Functions to the Secretary of the Interior"
1962-02-16,"John F. Kennedy","Executive Order 10998—Assigning Emergency Preparedness Functions to the Secretary of Agriculture"
1962-02-16,"John F. Kennedy","Executive Order 11000—Assigning Emergency Preparedness Functions to the Secretary of Labor"
1962-02-16,"John F. Kennedy","Executive Order 11004—Assigning Certain Emergency Preparedness Functions to the Housing and Home Finance Administrator"
1962-02-16,"John F. Kennedy","Executive Order 10995—Assigning Telecommunications Management Functions"
1962-02-16,"John F. Kennedy","Executive Order 10996—Promulgating Regulations Concerning Withholding of Compensation of Civilian Employees of the National Guard for State and State-Sponsored Employee Retirement, Disability, or Death Benefits Programs"
1962-02-16,"John F. Kennedy","Executive Order 10999—Assigning Emergency Preparedness Functions to the Secretary of Commerce"
1962-02-16,"John F. Kennedy","Executive Order 11001—Assigning Emergency Preparedness Functions to the Secretary of Health, Education, and Welfare"
1962-02-16,"John F. Kennedy","Executive Order 11002—Assigning Emergency Preparedness Functions to the Postmaster General"
1962-02-16,"John F. Kennedy","Executive Order 11003—Assigning Emergency Preparedness Functions to the Administrator of the Federal Aviation Agency"
1962-02-16,"John F. Kennedy","Executive Order 11005—Assigning Emergency Preparedness Functions to the Interstate Commerce Commission"
1962-02-22,"John F. Kennedy","Executive Order 11006—Creating an Emergency Board to Investigate a Dispute Between Eastern Air Lines, Inc., and Certain of its Employees"
1962-02-26,"John F. Kennedy","Executive Order 11007—Prescribing Regulations for the Formation and Use of Advisory Committees"
1962-03-03,"John F. Kennedy","Executive Order 11008—Creating an Emergency Board to Investigate Dispute Between the Akron & Barberton Belt Railroad Company and Other Carriers and Certain of Their Employees"
1962-03-16,"John F. Kennedy","Executive Order 11009—Amending the Manual for Courts-Martial, United States, 1951, to Implement Section 923a of Title 10, United States Code, Relating to Prosecution of Bad Check Offenses"
1962-03-19,"John F. Kennedy","Executive Order 11010—Amending Executive Order No. 10713, Relating to the Administration of the Ryukyu Islands"
1962-03-20,"John F. Kennedy","Executive Order 11011—Creating an Emergency Board to Investigate a Dispute Between the Trans World Airlines, Inc., and Certain of its Employees"
1962-03-27,"John F. Kennedy","Executive Order 11012—Providing for the Performance of Certain Functions Under Sections 1(a) and 1(b) of the Administrative Expenses Act of 1946"
1962-04-07,"John F. Kennedy","Executive Order 11013—Creating a Board of Inquiry to Report on a Labor Dispute Affecting the Maritime Industry of the United States"
1962-04-17,"John F. Kennedy","Executive Order 11014—Delegating to the Secretary of Commerce Functions With Respect to Participation of the United States in the New York World's Fair"
1962-04-23,"John F. Kennedy","Executive Order 11015—Creating an Emergency Board to Investigate Disputes Between the Chicago and North Western Railway Company, the Former Chicago, St. Paul, Minneapolis and Omaha Railway Company, Now a Part of the Chicago and North Western Railway Company by Merger, and Certain of Their Employees"
1962-04-25,"John F. Kennedy","Executive Order 11016—Authorizing Award of the Purple Heart"
1962-04-27,"John F. Kennedy","Executive Order 11018—Increasing From Three to Four the Number of Vice Chairmen of the President's Committee on Employment of the Handicapped"
1962-04-27,"John F. Kennedy","Executive Order 11019—Amending Executive Order No. 10873 to Provide for an Exception to the Inter-American Development Bank's Immunity From Suit Specified in the International Organizations Immunities Act"
1962-04-27,"John F. Kennedy","Executive Order 11017—Providing for Coordination With Respect to Outdoor Recreation Resources and Establishing the Recreation Advisory Council"
1962-05-07,"John F. Kennedy","Executive Order 11020—Inspection of Income, Excess-Profits, Estate, and Gift Tax Returns by the Senate Committee on Armed Services"
1962-05-07,"John F. Kennedy","Executive Order 11021—Administration of the Trust Territory of the Pacific Islands by the Secretary of the Interior"
1962-05-14,"John F. Kennedy","Executive Order 11022—Establishing This President's Council on Aging"
1962-05-28,"John F. Kennedy","Executive Order 11023—Providing for the Performance by the Secretary of Commerce of Certain Functions Relating to the Coast and Geodetic Survey"
1962-06-04,"John F. Kennedy","Executive Order 11024—Exemption of Alan T. Waterman from Compulsory Retirement for Age"
1962-06-07,"John F. Kennedy","Executive Order 11025—Creating a Board of Inquiry to Report on a Labor Dispute Affecting the Aircraft Industry of the United States"
1962-06-08,"John F. Kennedy","Executive Order 11026—Amendment of Executive Order No. 11025, Creating a Board of Inquiry to Report on a Labor Dispute Affecting the Aircraft Industry of the United States"
1962-06-08,"John F. Kennedy","Executive Order 11027—Creating an Emergency Board to Investigate a Dispute Between the New York Central Railroad Company System and the Pittsburgh and Lake Erie Railroad Company and Certain of Their Employees"
1962-06-09,"John F. Kennedy","Executive Order 11028—Transferring Lands Between the Clark and Mark Twain National Forests (Missouri) and Adding Certain Lands to the Hiawatha National Forest (Michigan)"
1962-06-13,"John F. Kennedy","Executive Order 11029—Amendment of Executive Order No. 11025, Creating a Board of Inquiry to Report on a Labor Dispute Affecting the Aircraft Industry of the United States"
1962-06-19,"John F. Kennedy","Executive Order 11030—Preparation, Presentation, Filing, and Publication of Executive Orders and Proclamations"
1962-06-19,"John F. Kennedy","Executive Order 11031—Quetico-Superior Committee"
1962-06-19,"John F. Kennedy","Executive Order 11032—Amendment of Executive Order No. 5952 of November 23, 1932, as Amended, Prescribing the Army Ration"
1962-06-20,"John F. Kennedy","Executive Order 11033—Creating an Emergency Board to Investigate Disputes Between the American Airlines, Inc., and Certain of its Employees"
1962-06-25,"John F. Kennedy","Executive Order 11034—Administration of the Mutual Educational and Cultural Exchange Act of 1961"
1962-07-09,"John F. Kennedy","Executive Order 11035—Management of Federal Office Space"
1962-07-11,"John F. Kennedy","Executive Order 11036—Administration of the Agricultural Trade Development and Assistance Act of 1954, as Amended"
1962-07-20,"John F. Kennedy","Executive Order 11037—Amendment of Section 12 of Executive Order No. 6260 of August 28, 1933, as Amended"
1962-07-23,"John F. Kennedy","Executive Order 11038—Continuing in Effect Executive Order No. 10945 of May 24, 1961, Relating to the Administration of the Export Control Act of 1949, as Amended"
1962-08-03,"John F. Kennedy","Executive Order 11039—Extension of the President's Commission on Campaign Costs"
1962-08-06,"John F. Kennedy","Executive Order 11040—Creating an Emergency Board to Investigate Dispute Between the Belt Railway Company of Chicago and Certain of its Employees"
1962-08-06,"John F. Kennedy","Executive Order 11041—Continuance and Administration of the Peace Corps in the Department of State"
1962-08-10,"John F. Kennedy","Executive Order 11042—Creating an Emergency Board to Investigate a Dispute Between the Southern Pacific Company (Pacific Lines) and Certain of its Employees"
1962-08-14,"John F. Kennedy","Executive Order 11043—Creating an Emergency Board to Investigate Dispute Between the Pan American World Airways, Inc. and Certain of its Employees"
1962-08-20,"John F. Kennedy","Executive Order 11044—Interagency Coordination of Arms Control and Disarmament Matters"
1962-08-21,"John F. Kennedy","Executive Order 11045—Discontinuing the Guam Island Naval Defensive Sea Area and Guam Island Naval Airspace Reservation"
1962-08-24,"John F. Kennedy","Executive Order 11046—Authorizing Award of the Bronze Star Medal"
1962-08-28,"John F. Kennedy","Executive Order 11047—Delegating Certain Authority to the Secretary of Defense and the Administrator of the Federal Aviation Agency"
1962-09-04,"John F. Kennedy","Executive Order 11048—Administration of Wake Island and Midway Island"
1962-09-14,"John F. Kennedy","Executive Order 11049—Providing for the Carrying Out of the Public Works Acceleration Act"
1962-09-14,"John F. Kennedy","Executive Order 11050—Creating an Emergency Board to Investigate Disputes Between the REA Express and Certain of its Employees"
1962-09-27,"John F. Kennedy","Executive Order 11051—Prescribing Responsibilities of the Office of Emergency Planning in the Executive Office of the President"
1962-09-28,"John F. Kennedy","Executive Order 11052—Cotton Textiles and Cotton Textile Products"
1962-09-30,"John F. Kennedy","Executive Order 11053—Providing Assistance for the Removal of Unlawful Obstructions of Justice in the State of Mississippi"
1962-10-01,"John F. Kennedy","Executive Order 11054—Creating a Board of Inquiry to Report on Certain Labor Disputes Affecting the Maritime Industry of the United States"
1962-10-09,"John F. Kennedy","Executive Order 11055—Inspection of Income Tax Returns by the House Select Committee on Small Business"
1962-10-11,"John F. Kennedy","Executive Order 11056—Assigning to the Civil Service Commission Certain Authority With Respect to Federal Salaries"
1962-10-18,"John F. Kennedy","Executive Order 11057—Authorization for the Communication of Restricted Data by the Department of State"
1962-10-23,"John F. Kennedy","Executive Order 11059—Designating Public International Organizations Entitled to Enjoy Certain Privileges, Exemptions, and Immunities"
1962-10-23,"John F. Kennedy","Executive Order 11058—Assigning Authority With Respect to Ordering Persons and Units in the Ready Reserve to Active Duty and With Respect to Extension of Enlistments and Other Periods of Service in the Armed Forces"
1962-11-07,"John F. Kennedy","Executive Order 11060—Prescribing Certain Regulations and Delegating to the Attorney General Certain Authority of the President to Prescribe Other Regulations Relating to the Recovery From Tortiously Liable Third Persons of the Cost of Hospital and Medical Care and Treatment Furnished by the United States"
1962-11-08,"John F. Kennedy","Executive Order 11061—Mrs. Anna Eleanor Roosevelt"
1962-11-19,"John F. Kennedy","Executive Order 11062—Amendment of Executive Order No. 10480, Relating to the Administration of the Defense Mobilization Program, so as to Designate the Department of Defense as a Loan Guaranteeing Agency"
1962-11-20,"John F. Kennedy","Executive Order 11063—Equal Opportunity in Housing"
1962-11-21,"John F. Kennedy","Executive Order 11064—Excusing Federal Employees From Duty on December 24, 1962"
1962-11-21,"John F. Kennedy","Executive Order 11065—Inspection of Income, Excess-Profits, Estate, and Gift Tax Returns by the Senate Committee on Foreign Relations"
1962-11-27,"John F. Kennedy","Executive Order 11066—Including Certain Tracts of Land in the Cherokee and Jefferson National Forests, in Tennessee and Virginia"
1962-11-27,"John F. Kennedy","Executive Order 11067—Including Certain Tracts of Land in the Nantahala and Cherokee National Forests, Respectively"
1962-11-28,"John F. Kennedy","Executive Order 11069—Amending Executive Order No. 11017 so as to Designate the Secretary of Commerce as a Member of the Recreation Advisory Council"
1962-11-28,"John F. Kennedy","Executive Order 11068—Creating a Board of Inquiry to Report on a Labor Dispute Affecting the Ballistics Missile, Space Vehicle and Military Aircraft Industry"
1962-12-12,"John F. Kennedy","Executive Order 11070—Amendment of the List of Communicable Diseases Contained in Executive Order No. 9708 of March 26, 1946, as Amended by Executive Order No. 10532 of May 28, 1954"
1962-12-27,"John F. Kennedy","Executive Order 11071—Designation of Certain Foreign Countries as Economically Less Developed Countries for Purposes of the Revenue Act of 1962"
1962-12-28,"John F. Kennedy","Executive Order 11072—Extending the Exterior Boundaries of the Superior National Forest in Minnesota and the Clark National Forest in Missouri"
1963-01-02,"John F. Kennedy","Executive Order 11073—Providing for Federal Salary Administration"
1963-01-08,"John F. Kennedy","Executive Order 11074—Establishing the President's Council on Physical Fitness"
1963-01-15,"John F. Kennedy","Executive Order 11075—Administration of the Trade Expansion Act of 1962"
1963-01-15,"John F. Kennedy","Executive Order 11076—Establishing the President's Advisory Commission on Narcotic and Drug Abuse"
1963-01-22,"John F. Kennedy","Executive Order 11077—Administration of the Migration and Refugee Assistance Act of 1962"
1963-01-23,"John F. Kennedy","Executive Order 11078—Creating a Board of Inquiry to Report on a Labor Dispute Affecting the Ballistics Missile, Space Vehicle and Military Aircraft Industry"
1963-01-25,"John F. Kennedy","Executive Order 11079—Providing for the Prescribing of Regulations Under Which Members of the Armed Forces and Others May Accept Fellowships, Scholarships or Grants"
1963-01-29,"John F. Kennedy","Executive Order 11080—Inspection of Income, Excess-Profits, Estate, and Gift Tax Returns by the Senate Committee on Foreign Relations"
1963-01-29,"John F. Kennedy","Executive Order 11081—Amending the Manual for Courts-Martial, United States, 1951, to Implement Section 815 of Title 10, United States Code, Relating to Nonjudicial Punishment"
1963-02-04,"John F. Kennedy","Executive Order 11082—Inspection of Income, Excess-Profits, Estate, and Gift Tax Returns by the Senate Committee on Government Operations"
1963-02-06,"John F. Kennedy","Executive Order 11083—Inspection of Income, Excess-Profits, Estate, and Gift Tax Returns by the Committee on Government Operations, House of Representatives"
1963-02-15,"John F. Kennedy","Executive Order 11084—Amending Executive Order No. 10995, Relating to Telecommunications"
1963-02-22,"John F. Kennedy","Executive Order 11085—The Presidential Medal of Freedom"
1963-02-26,"John F. Kennedy","Executive Order 11088—Assigning Emergency Preparedness Functions to the Secretary of the Treasury"
1963-02-26,"John F. Kennedy","Executive Order 11092—Assigning Emergency Preparedness Functions to the Federal Communications Commission"
1963-02-26,"John F. Kennedy","Executive Order 11093—Assigning Emergency Preparedness Functions to the Administrator of General Services"
1963-02-26,"John F. Kennedy","Executive Order 11086—Amendment of Executive Order No. 10587 Relating to the Administration of Section 32(h) of the Trading With the Enemy Act"
1963-02-26,"John F. Kennedy","Executive Order 11087—Assigning Emergency Preparedness Functions to the Secretary of State"
1963-02-26,"John F. Kennedy","Executive Order 11089—Assigning Emergency Preparedness Functions to the Atomic Energy Commission"
1963-02-26,"John F. Kennedy","Executive Order 11090—Assigning Emergency Preparedness Functions to the Civil Aeronautics Board"
1963-02-26,"John F. Kennedy","Executive Order 11091—Assigning Emergency Preparedness Functions to the Civil Service Commission"
1963-02-26,"John F. Kennedy","Executive Order 11094—Assigning Emergency Preparedness Functions to: The Board of Governors of the Federal Reserve System; The Federal Home Loan Bank Board; The Farm Credit Administration; The Export-Import Bank of Washington; The Board of Directors of the Federal Deposit Insurance Corporation; The Securities and Exchange Commission; The Administrator of the Small Business Administration; and The Administrator of Veterans Affairs"
1963-02-26,"John F. Kennedy","Executive Order 11095—Assigning Emergency Preparedness Functions to: The Board of Directors of the Tennessee Valley Authority; The Railroad Retirement Board; The Administrator of the National Aeronautics and Space Administration; The Federal Power Commission; The Director of the National Science Foundation"
1963-02-28,"John F. Kennedy","Executive Order 11096—Establishing a Seal for the United States Civil Service Commission"
1963-02-28,"John F. Kennedy","Executive Order 11097—Amendment of Executive Order No. 10501, as Amended, Relating to Authority for the Original Classification of Defense Information and Material"
1963-03-14,"John F. Kennedy","Executive Order 11099—Inspection of Income, Estate, and Gift Tax Returns by the House of Committee on Public Works"
1963-03-14,"John F. Kennedy","Executive Order 11098—Amending the Selective Service Regulations"
1963-03-30,"John F. Kennedy","Executive Order 11100—Establishing the President's Commission on Registration and Voting Participation"
1963-04-03,"John F. Kennedy","Executive Order 11101—Creating an Emergency Board to Investigate Disputes Between the Carriers Represented by the Eastern, Western, and Southwestern Carriers' Conference Committees and Certain of Their Employees"
1963-04-04,"John F. Kennedy","Executive Order 11102—Inspection of Returns by Possessions of the United States"
